isotype	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9
JU1568	BGI1-RET5-JU1568	UNKNOWN	JU1568	20210577	20165777	0	120.637	19676882	408163	33288	24178	21147	16526	11651	6863	3109	1495	646	393	638	847	2920	1831	0	949706	1732985	1443879	1123985	821576	302139	442063	270926	163607	96581
JU1568	BGI2-RET5-JU1568	UNKNOWN	JU1568	18157955	18117539	0	122.167	17678155	365969	30090	21921	18994	15061	10573	6085	2934	1310	534	423	616	804	2780	1706	0	852209	1564412	1297549	1013636	744681	273191	399462	246308	149760	89610
JU1568	BGI3-RET5a-JU1568	UNKNOWN	JU1568	36092467	36010505	0	101.805	35149445	731277	57912	41354	35912	28237	20197	11656	5585	2460	1033	575	480	1061	3386	1897	0	1672274	3061316	2549384	1991455	1458507	540294	791213	491337	299102	179470
JU1580	BGI1-RET1-JU1580	UNKNOWN	JU1580	22011411	21708079	0	106.33	21444595	437906	34857	25190	21600	17128	11751	6993	3582	1674	661	511	695	729	2269	1270	0	987027	1817315	1526878	1222864	911115	339451	501600	313996	195687	119824
JU1580	BGI2-RET1-JU1580	UNKNOWN	JU1580	22390949	22075082	0	105.9	21816209	445215	35762	25338	21475	16729	11810	6877	3600	1694	611	535	715	775	2325	1279	0	1003053	1841739	1546764	1236965	916276	341206	505149	313272	196641	120062
JU1580	BGI3-RET1b-JU1580	UNKNOWN	JU1580	41290610	40723585	0	98.9495	40233930	826712	64708	45543	38725	30040	20934	12151	6236	2908	1092	762	827	1140	3227	1675	0	1837159	3346441	2779294	2194404	1603432	590838	865844	530511	324581	194625
JU1580	Princeton1-PL_10-JU1580	UNKNOWN	JU1580	20359790	20114892	0	104.734	19863528	432872	22699	12061	9289	6915	4847	2870	1496	623	303	138	174	528	551	485	411	1159128	927937	698873	489156	340546	182868	117949	67130	35492	19920
JU1580	Princeton1-PL_11-JU1580	UNKNOWN	JU1580	43187760	42682561	0	103.027	42112451	933566	49404	26085	19723	14974	10658	6570	3656	1668	723	352	277	701	1009	2118	3825	2748092	2270785	1764326	1292920	907655	559568	353093	208265	119208	70616
JU1581	BGI1-RET4-JU1516	UNKNOWN	JU1581	8892685	8806301	0	97.8033	8663887	184240	13910	8713	6846	5211	3631	2108	1041	510	180	128	232	334	1064	650	0	387881	713651	591016	461470	338298	123700	180098	111910	68440	41863
JU1581	BGI1-RET6-JU1581	UNKNOWN	JU1581	4455902	4420582	0	179.689	4331728	91190	8122	6130	5529	4400	3053	1843	962	441	217	169	312	393	873	540	0	201205	366255	301544	234187	169791	61665	87282	51751	30163	16966
JU1581	BGI2-RET4-JU1516	UNKNOWN	JU1581	7921000	7843528	0	96.3647	7719227	162916	12302	7540	6066	4517	3013	1750	916	396	208	116	203	290	927	613	0	343279	631878	523863	408388	297486	109260	159661	99451	61709	38138
JU1581	BGI2-RET6-JU1581	UNKNOWN	JU1581	13212355	13099960	0	144.109	12849595	270289	23722	17329	15334	12026	8715	5073	2734	1296	530	297	478	708	2608	1621	0	605556	1119495	944613	752806	560922	209266	305437	190322	117987	71860
JU1581	BGI3-RET4b-JU1516	UNKNOWN	JU1581	19066583	18870232	0	86.6309	18575161	393262	30616	19359	15815	11783	8136	4596	2329	1056	544	446	422	747	1538	773	0	833151	1534957	1282130	1015914	755031	284538	424914	272808	172132	109926
JU1581	BGI3-RET6b-JU1581	UNKNOWN	JU1581	26124749	25903753	0	130.022	25413932	532483	46871	34171	30109	24158	17105	10032	5240	2379	1088	693	683	1353	3130	1322	0	1173355	2146050	1794837	1415067	1047729	394187	578777	364410	225454	138081
JU1581	Princeton1-PL_13-JU1581	UNKNOWN	JU1581	22098730	21912228	0	103.986	21563885	465658	24693	13230	9956	7702	5307	3129	1657	745	354	126	176	581	620	532	379	1292286	1023322	767754	541070	376498	200766	128011	72408	38820	21807
JU1581	Princeton1-PL_14-JU1581	UNKNOWN	JU1581	46091662	45709435	0	97.0681	44946030	993704	52775	27916	21182	16181	11568	6908	3927	1893	956	367	358	674	877	2235	4111	3035359	2528921	1972762	1447707	1023126	639013	405272	244836	139979	83851
JU1581	Princeton1-PL_5-JU1516	UNKNOWN	JU1581	14112497	6491156	0	67.5781	13844285	247549	7644	3826	2841	2192	1585	959	514	258	106	34	58	168	152	175	151	833946	598910	409685	264025	178278	97331	69581	43800	26137	15166
JU1581	Princeton1-PL_6-JU1516	UNKNOWN	JU1581	3290361	1570396	0	65.1435	3227049	58053	1952	893	749	595	427	248	134	83	40	14	15	42	36	21	10	214145	154717	104646	67175	45769	25625	18074	11425	6422	3605
JU1586	BGI1-RET3-JU1586	UNKNOWN	JU1586	14675198	14618057	0	148.61	14267021	299163	27027	20514	18303	14725	10376	6273	3035	1540	625	388	622	853	2916	1817	0	692928	1281773	1082034	858228	641223	238219	348394	217307	134024	80530
JU1586	BGI2-RET3-JU1586	UNKNOWN	JU1586	16249221	16185086	0	145.4	15797379	330976	29923	22679	20495	16260	11774	6841	3375	1648	714	447	687	895	3176	1952	0	766987	1420042	1202171	957429	715729	266005	391162	244882	151898	93025
JU1586	BGI3-RET3a-JU1586	UNKNOWN	JU1586	28342328	28231504	0	113.585	27576809	579818	49603	35941	31558	24980	18108	10539	5111	2422	950	557	491	922	2916	1603	0	1308988	2400101	2016054	1597139	1183648	440890	646413	404226	250067	152204
JU1586	Princeton1-PL_15-JU1586	UNKNOWN	JU1586	10006475	9980642	0	133.232	9762213	211101	11701	6367	5013	3855	2692	1518	702	331	131	70	92	267	217	140	65	512335	400576	295605	190227	130633	61171	38568	21201	10227	5323
JU1586	Princeton1-PL_16-JU1586	UNKNOWN	JU1586	47663889	47542209	0	91.6081	46465939	1033521	57468	30297	23580	17992	12884	7806	4111	2157	915	395	268	519	760	1962	3315	3196229	2688735	2105484	1540228	1085439	668029	432268	261645	149960	88438
JU1652	BGI1-RET7-JU1652	UNKNOWN	JU1652	11039159	10932465	0	181.873	10722098	227319	21740	16999	14806	12292	8717	5150	2693	1312	555	396	623	813	2227	1419	0	506258	926679	772160	602366	442934	161089	234994	144274	87249	51629
JU1652	BGI2-RET7-JU1652	UNKNOWN	JU1652	9800477	9704802	0	193.656	9518574	199958	19744	15289	13347	11044	7874	4980	2486	1273	494	328	645	732	2257	1452	0	450372	830021	694917	544301	400747	146320	214420	132379	81023	49213
JU1652	BGI3-RET7b-JU1652	UNKNOWN	JU1652	18296969	18109755	0	166.903	17765934	377570	37253	28739	25573	21296	15640	9458	4868	2322	933	558	532	1115	3304	1874	0	851459	1576092	1336868	1061998	789078	292787	430073	270318	166965	102225
JU1652	MMP-ML_2-JU1652	UNKNOWN	JU1652	4754732	4683274	0	71.3059	4643869	96490	4810	2808	2090	1608	1176	646	375	198	123	69	69	67	74	102	158	326353	274380	214653	159158	113423	77380	49926	31788	19836	12762
JU1652	MMP-ML_3-JU1652	UNKNOWN	JU1652	8348593	8245004	0	76.5872	8152195	170387	8953	4879	3646	2835	2070	1198	728	371	228	110	90	113	167	228	395	583954	491217	386360	286084	203778	138858	88752	56780	34965	22305
JU1652	MMP-ML_5-JU1652	UNKNOWN	JU1652	3755687	3709828	0	80.6765	3667656	76381	3924	2204	1681	1191	896	563	315	165	61	29	16	41	89	220	255	265902	224258	176794	130972	93530	63725	40935	25623	16054	10388
JU1652	MMP-ML_6-JU1652	UNKNOWN	JU1652	3655611	3604489	0	75.0848	3568977	75272	3862	2156	1657	1196	903	522	299	152	71	46	29	36	61	143	229	256846	217567	171705	127090	90779	62196	39745	25570	15621	10137
JU1652	MMP-ML_7-JU1652	UNKNOWN	JU1652	6913108	6815167	0	75.9422	6751471	140521	7045	4138	3022	2283	1644	985	554	293	148	81	52	86	125	266	394	482178	408528	320982	237331	169015	115194	73547	46497	28793	18474
JU1896	BGI1-RET4-JU1896	UNKNOWN	JU1896	12615666	12540243	0	135.473	12301465	251669	17314	11516	9417	7109	4792	2778	1357	682	325	325	757	703	3147	2310	0	558416	1011373	842978	657214	484061	177133	257655	158847	96415	56417
JU1896	BGI2-RET4-JU1896	UNKNOWN	JU1896	11777778	11706585	0	135.462	11486834	233799	16067	10364	8391	6527	4306	2504	1254	550	261	284	594	857	3103	2083	0	519754	941241	780910	611309	448862	164653	238377	148241	90582	53706
JU1896	BGI3-RET4a-JU1896	UNKNOWN	JU1896	33711020	33500669	0	90.2599	32886017	668850	46430	30172	24761	18822	13087	7693	3707	1794	706	535	658	1353	4206	2229	0	1510728	2748926	2300510	1811490	1337040	496550	730621	459891	281524	168709
JU1896	Princeton1-PL_12-JU1896	UNKNOWN	JU1896	18121978	17735573	0	91.9876	17710747	362520	17440	9303	7080	5341	3655	2310	1241	589	245	102	166	570	409	177	83	1081311	873946	666032	458046	304198	159095	97680	53259	26455	13754
JU2001	BGI2-RET6-JU2001	UNKNOWN	JU2001	11503900	11363955	0	140.292	11190383	232515	20624	15746	13576	10649	7495	4586	2184	948	384	208	464	621	2106	1411	0	528021	972141	823239	654512	485859	179848	262983	161365	100835	59673
JU2001	BGI3-RET6b-JU2001	UNKNOWN	JU2001	22222432	21949584	0	124.001	21622110	449748	39557	30038	25791	20275	14124	8455	4056	1718	738	478	574	1103	2540	1127	0	997529	1819981	1517900	1199927	882608	330033	485508	300445	186492	112915
JU2001	Princeton1-PL_3-JU2001	UNKNOWN	JU2001	14757571	14368228	0	93.3584	14409727	305940	15187	8228	6212	4521	3181	1958	987	426	149	77	82	226	225	213	232	844963	683702	520034	355457	237092	117362	71287	38813	19464	10734
JU2001	Princeton1-PL_4-JU2001	UNKNOWN	JU2001	4380666	4311965	0	82.8005	4276927	90630	4686	2558	1956	1445	1009	608	342	147	69	17	31	84	73	62	22	279117	228689	175667	123412	83828	43274	27571	14901	7655	3892
JU2007	BGI1-RET3-JU2007	UNKNOWN	JU2007	13588059	13492379	0	73.4682	13245495	276125	20840	13471	11285	8377	5418	3071	1381	607	319	150	205	255	624	436	0	594500	1082834	897223	696975	506876	187011	272014	165427	100591	60720
JU2007	BGI2-RET3-JU2007	UNKNOWN	JU2007	16335133	16217742	0	78.2141	15922976	330805	24989	16622	13444	10383	6841	3884	1878	752	327	189	280	373	825	565	0	714389	1304751	1079455	841100	611340	227710	330157	201360	122769	75542
JU2007	BGI3-RET3b-JU2007	UNKNOWN	JU2007	26469094	26276024	0	71.8197	25804166	538962	40312	25753	20611	15533	10532	5972	2811	1196	515	260	270	402	1048	751	0	1150405	2086118	1724987	1337514	971777	360131	525144	319983	196357	119795
JU2007	Princeton1-PL_5-JU2007	UNKNOWN	JU2007	34778410	34007862	0	95.1486	33952343	724253	37114	19473	14754	11275	7714	4632	2371	1086	463	217	229	563	605	681	637	1992427	1608712	1227964	841978	574991	298006	188729	104246	54659	30393
JU2007	Princeton1-PL_6-JU2007	UNKNOWN	JU2007	7583453	7474257	0	78.6974	7402712	157915	8282	4407	3372	2575	1763	972	543	241	118	55	48	148	145	120	37	474755	388289	299108	208511	144900	78165	49942	27743	14074	7529
JU2316	UChicago-EA1-JU2316	UNKNOWN	JU2316	13447942	11684421	0	54.9221	13121081	282886	14864	7956	5917	4583	3367	2056	1114	559	245	145	117	281	215	641	1915	889810	798867	699303	598046	516969	442836	361887	283399	203020	133863
JU2316	UChicago2-L007-JU2316	UNKNOWN	JU2316	12304483	10617963	0	61.2056	11993993	266097	14854	8162	6050	4461	3433	2106	1220	560	308	136	100	111	169	352	2371	824453	742247	649232	557096	472078	406327	332662	260175	187724	124870
JU2464	UChicago-EA1-JU2464	UNKNOWN	JU2464	10315913	10219997	0	164.3	10023571	229192	16714	10524	8977	7390	5914	3703	2283	1085	522	316	319	446	714	1023	3220	819405	721547	593251	466328	349570	250513	163231	107261	68079	45803
JU2464	UChicago-EA2-JU2467	UNKNOWN	JU2464	12700498	12598065	0	106.668	12372667	277804	16344	8826	6515	5174	3815	2337	1373	684	311	168	191	388	290	765	2846	940465	807577	654558	504684	370993	263224	169608	111146	69573	45894
JU2464	UChicago-EA2-JU2468	UNKNOWN	JU2464	14160214	14034173	0	106.806	13786363	310978	19675	11133	8581	6809	5086	3239	1864	882	423	252	203	416	462	961	2887	1109065	965082	793993	617265	459049	325776	213008	141432	89918	59578
JU2464	UChicago2-L007-JU2464	UNKNOWN	JU2464	23622217	23379413	0	91.9501	22993376	517497	35111	20876	16307	13029	9845	6063	3536	1757	755	415	327	276	353	520	2174	1861319	1622974	1323164	1026478	748176	524275	341833	219908	136646	91945
JU2464	UChicago2-L008-JU2467	UNKNOWN	JU2464	24583371	24364166	0	68.3354	23962511	538033	30363	15977	11533	8610	6153	3677	2104	976	401	202	133	170	220	371	1937	1756819	1486460	1185087	896751	639837	438844	281204	178471	108908	69933
JU2464	UChicago2-L008-JU2468	UNKNOWN	JU2464	21342906	21138079	0	68.709	20792349	471546	28551	15124	11231	8014	6155	3629	2084	1013	419	231	158	150	248	375	1629	1627317	1394567	1123997	858227	618027	427945	277031	177042	109385	70746
JU2466	UChicago-EA1-JU2466	UNKNOWN	JU2466	15590336	15419766	0	113.081	15169339	344716	23043	13632	10835	8601	6804	4080	2311	1157	502	259	258	445	444	962	2948	1204195	1051623	861938	670876	499306	355628	232499	155448	98938	66789
JU2466	UChicago2-L007-JU2466	UNKNOWN	JU2466	11768927	11661548	0	76.8302	11459617	262618	16245	8997	6608	5000	3673	2259	1197	593	257	111	90	86	139	228	1209	881134	761305	616152	471820	341241	239530	153111	99341	61886	41234
JU2513	UChicago-EA2-JU2513	UNKNOWN	JU2513	15988980	15625688	0	102.641	15553983	357732	24216	13641	10796	8652	6523	4128	2442	1198	569	307	285	402	626	877	2603	1259900	1105416	912194	719244	546040	400860	273530	185220	121746	80801
JU2513	UChicago2-L008-JU2513	UNKNOWN	JU2513	22901366	22390257	0	70.3144	22293114	515954	32775	17867	13072	9926	7288	4390	2543	1214	564	256	163	169	235	337	1499	1720459	1479821	1201655	928700	681918	487684	327678	219184	141255	90778
JU2519	UChicago-EA2-JU2519	UNKNOWN	JU2519	11140135	9399941	0	96.9025	10838426	240140	16484	10094	8620	7253	5572	3647	2101	1053	485	287	208	355	588	955	3867	852236	794419	714298	621156	540134	470976	386911	303761	221011	151494
JU2519	UChicago2-L008-JU2519	UNKNOWN	JU2519	16843151	14460542	0	56.658	16403006	367956	23232	13837	10513	8268	6065	3743	2187	1153	458	247	153	163	202	345	1623	1241075	1128348	986804	840389	708028	603570	496708	384479	278411	187238
JU2522	UChicago-EA2-JU2522	UNKNOWN	JU2522	16427657	15205069	0	101.271	15993462	356728	22533	13570	10766	8658	6662	4163	2372	1216	536	280	228	408	674	1150	4251	1215585	1076544	915421	750576	606588	484613	366343	271398	188536	125575
JU2522	UChicago2-L008-JU2522	UNKNOWN	JU2522	24513355	22871380	0	61.8164	23882639	537705	31917	18085	13367	10058	7483	4580	2603	1193	526	248	166	194	260	478	1853	1758586	1530874	1271040	1021984	796384	619539	463055	336209	230509	150529
JU2526	UChicago-EA2-JU2526	UNKNOWN	JU2526	14668506	13009683	0	79.2854	14288077	315665	19597	11473	9088	7153	5554	3616	2104	1003	515	225	177	387	368	923	2581	1071894	966795	841720	705250	594105	491419	388145	298878	213124	142749
JU2526	UChicago2-L008-JU2526	UNKNOWN	JU2526	21250562	19098289	0	54.3588	20708336	462409	27435	15596	11443	8736	6418	3972	2174	1102	450	198	131	154	175	382	1451	1502981	1329053	1128352	926211	749459	606304	474621	359961	251476	166993
JU258	BGI1-RET1-JU258	UNKNOWN	JU258	11807217	11622566	0	194.272	11468025	236336	22908	18697	16729	13741	10157	6110	3180	1498	663	552	975	1461	4031	2154	0	572107	1068161	916378	739457	558850	209015	307025	191829	119989	73914
JU258	BGI2-RET1-JU258	UNKNOWN	JU258	11139149	10963676	0	194.745	10818875	222893	21995	17704	15883	12893	9491	5627	3007	1435	641	589	985	1466	3763	1902	0	541016	1003347	862007	693872	524944	196153	287931	179958	113804	70031
JU258	BGI3-RET1a-JU258	UNKNOWN	JU258	46954846	46230616	0	139.848	45657546	948855	86100	67525	59480	48390	34547	19720	10260	4539	2011	1374	1970	2683	6978	2868	0	2183992	4005227	3370103	2668926	1975754	734569	1073494	670495	415322	253641
JU258	MMP-ML_2-JU258	UNKNOWN	JU258	4399018	4294743	0	67.5465	4295916	89838	4614	2558	1964	1386	1085	586	336	192	77	66	65	62	73	79	121	296994	251087	197552	147950	105303	72133	47297	30855	19808	12972
JU258	MMP-ML_3-JU258	UNKNOWN	JU258	7076433	6926490	0	71.0642	6909574	145094	7349	4156	3157	2418	1775	1015	558	292	157	93	94	107	119	184	291	485378	411958	328038	244013	175209	120977	78608	50681	32730	21380
JU258	MMP-ML_5-JU258	UNKNOWN	JU258	3400837	3327660	0	74.9449	3320705	69172	3794	2024	1607	1184	864	491	276	139	60	24	33	48	50	156	210	235080	200164	159676	117853	84901	58612	38351	24486	15749	10400
JU258	MMP-ML_6-JU258	UNKNOWN	JU258	4368667	4267470	0	70.9584	4265017	90295	4664	2509	1834	1470	1065	556	342	175	68	48	41	59	77	163	284	300303	255395	204359	152538	109174	75632	49849	31900	20285	13729
JU258	MMP-ML_7-JU258	UNKNOWN	JU258	8148969	7959205	0	67.7481	7956887	166857	8865	4874	3680	2677	1968	1136	601	328	119	62	42	74	138	253	408	560214	473346	375120	278971	199296	138185	90350	57569	36949	24306
JU258	Princeton2-P-JU258	UNKNOWN	JU258	41364153	40668880	0	144.259	40224565	833688	75640	58853	51441	41599	30280	17279	9122	4099	1752	1310	1981	2537	6879	3128	0	1916252	3520951	2973055	2361512	1755653	655400	963490	604218	379168	232814
JU310	BGI1-RET4-JU310	UNKNOWN	JU310	18116543	18009842	0	81.5025	17664666	364559	26699	17676	14125	10740	7406	3992	1879	878	343	230	506	387	1417	1040	0	811206	1475934	1221893	950636	692047	255055	372841	227879	137874	81783
JU310	BGI2-RET4-JU310	UNKNOWN	JU310	15547631	15455160	0	79.2922	15165463	310267	22563	14245	11687	8712	5917	3232	1518	653	297	155	393	526	1197	806	0	692663	1255397	1039987	804518	585546	215095	313411	191593	117417	70166
JU310	BGI3-RET4b-JU310	UNKNOWN	JU310	23732471	23589024	0	81.4772	23136037	474606	36481	24410	20122	15188	10546	5649	2807	1221	589	445	496	1092	1986	796	0	1080108	1975329	1658140	1309551	971125	367676	545916	346747	217685	135386
JU310	MMP-ML_2-JU263	UNKNOWN	JU310	4762901	4697575	0	75.9775	4650069	98250	5056	2716	2077	1567	1151	668	396	224	102	66	79	74	94	148	164	320658	269846	214790	158925	113427	78401	51389	33053	21247	13770
JU310	MMP-ML_2-JU300	UNKNOWN	JU310	4295730	4232510	0	71.9956	4193910	88606	4514	2578	1880	1424	1086	612	332	192	97	58	60	60	78	91	152	298014	250705	198944	147138	103173	70833	46282	29149	18250	12026
JU310	MMP-ML_3-JU263	UNKNOWN	JU310	7880118	7785926	0	73.3684	7690823	164334	8552	4644	3695	2750	1993	1120	619	343	173	97	96	103	137	258	381	539272	457264	364025	271493	193945	134049	87645	55425	35772	23098
JU310	MMP-ML_3-JU300	UNKNOWN	JU310	6583766	6504996	0	73.6374	6427688	135411	7124	3936	3042	2181	1562	910	555	326	132	102	78	94	108	195	322	466501	394781	311237	231680	164586	112606	72953	45640	28673	18766
JU310	MMP-ML_5-JU263	UNKNOWN	JU310	3702451	3656592	0	79.9421	3613507	76860	4094	2202	1769	1330	949	497	297	157	72	33	26	36	73	248	301	254834	217552	172901	128851	92970	64463	42033	26618	17066	11067
JU310	MMP-ML_5-JU300	UNKNOWN	JU310	3362952	3323768	0	76.4547	3283165	69129	3612	1986	1590	1118	845	513	267	152	69	24	23	24	52	159	224	239452	203096	160760	118470	84345	58226	37466	23540	14605	9530
JU310	MMP-ML_6-JU263	UNKNOWN	JU310	3971650	3920267	0	74.6625	3877168	81897	4327	2349	1828	1354	990	533	345	155	76	38	30	42	79	180	259	273607	232730	186063	137776	99279	68996	45247	29103	17930	11800
JU310	MMP-ML_6-JU300	UNKNOWN	JU310	4786312	4720318	0	69.0577	4672336	98937	5202	2890	2134	1688	1180	673	387	190	81	39	38	31	70	175	261	338505	287699	228629	169861	120385	83333	53943	33756	21205	13545
JU310	MMP-ML_7-JU263	UNKNOWN	JU310	7491914	7390235	0	71.2034	7313237	155395	8021	4432	3414	2600	1754	1040	562	260	132	72	62	65	149	309	410	511827	435311	346486	256307	183372	127574	82993	52555	33394	21672
JU310	MMP-ML_7-JU300	UNKNOWN	JU310	8891096	8769084	0	70.0281	8679939	183705	9613	5253	3962	2927	2110	1139	661	351	175	91	67	87	157	329	530	627486	530986	419414	309481	219947	150547	96883	60345	37733	24392
JU310	Princeton1-PL_17-JU310	UNKNOWN	JU310	7950770	7809956	0	111.626	7759675	163166	9462	5264	3816	3014	2126	1288	675	364	139	92	145	543	455	432	114	541081	451653	353671	248689	176056	99138	66047	38260	20660	12230
JU310	Princeton1-PL_20-JU310	UNKNOWN	JU310	4384809	4353622	0	81.9722	4276274	94431	5278	2690	2042	1527	1008	582	266	132	78	47	46	118	122	129	39	277382	228418	178546	125133	87957	49606	32728	19203	10422	6172
JU310	Princeton1-PL_24-JU310	UNKNOWN	JU310	26132628	25850975	0	109.833	25453222	587611	33082	16786	12293	9423	6839	4007	2338	1154	573	321	259	601	741	1307	2071	1611468	1345939	1050252	762226	537985	342629	221035	135483	79762	48837
JU311	BGI1-RET3-JU315	UNKNOWN	JU311	19300511	19192492	0	85.1765	18831886	386394	25960	15990	12715	9621	6255	3478	1689	780	311	245	520	715	2375	1577	0	846471	1539023	1275684	989128	725888	266809	391321	239924	145563	86061
JU311	BGI1-RET5-JU311	UNKNOWN	JU311	13768030	13695656	0	104.812	13419761	278814	20455	13580	11132	8508	5912	3386	1640	716	344	215	386	515	1637	1029	0	607932	1096339	895548	690565	498710	182277	264359	159076	94928	55792
JU311	BGI2-RET3-JU315	UNKNOWN	JU311	22131195	22003913	0	84.1087	21592360	443213	30127	18789	14786	11258	7387	4069	1968	880	383	270	514	760	2664	1767	0	969556	1764123	1462513	1139666	833603	308001	450854	277737	170040	100686
JU311	BGI2-RET5-JU311	UNKNOWN	JU311	12378562	12313012	0	110.323	12064714	249244	18988	12522	10307	8057	5283	3000	1535	672	315	237	405	548	1644	1091	0	546929	988960	814014	627044	453498	165872	241213	146072	88226	52124
JU311	BGI3-RET3b-JU315	UNKNOWN	JU311	34498492	34300633	0	69.0601	33665182	695277	45843	27584	21504	15918	10632	5970	2960	1267	534	307	311	846	2741	1616	0	1488480	2700522	2232221	1735104	1264506	469081	688372	427186	261291	156213
JU311	BGI3-RET5b-JU311	UNKNOWN	JU311	22684827	22562610	0	89.854	22118532	456249	33609	21993	18007	13633	9118	5208	2485	1088	543	384	477	920	1794	787	0	975836	1757176	1439002	1107377	803781	297914	436908	272206	166997	101337
JU311	Princeton1-PL_3-JU315	UNKNOWN	JU311	21783509	21383595	0	115.09	21274717	444611	22376	11953	9121	7131	4836	2765	1490	697	271	148	205	746	712	861	869	1272447	1026657	779028	534204	364349	186442	116734	64961	33475	18347
